name,website,description,phone,address,average rating,store shopping,in store pickup,delivery,type,opens at,reviews,category,latitude,longitude
Lavandería Laundry One - Dry cleaning and water cleaning,,,+57 314 7956044,"Una cuadra arriba de Mondongos de la 70, Cq. 4 #71 - 20, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.9,No,No,No,Laundry,,No reviews available,eco_cleaning_services,,
Procleaner S.A.S. - Productos Limpiadores Biodegradables,procleanersas.com,,+57 44131410,"Cl. 42C #8178, Simón Bolívar, Medellín, La América, Medellín, Antioquia, Colombia",,No,No,No,Cleaning products supplier,,No reviews available,eco_cleaning_services,6.248697570054934,-75.60330701434022
Green Soluciones Ambientales,greensoluciones.com.co,,+57 316 0103106,"Diagonal 52, Av 15A #351 interior 5, Bello, Antioquia, Colombia",4.4,No,No,No,Environmental consultant,,No reviews available,eco_cleaning_services,,
Susanita Díaz community garden,,,+57 44424595,"Cra. 76 #91-45, Kennedy, Medellín, Doce de Octubre, Medellín, Antioquia, Colombia",4.3,No,No,No,Garden,,No reviews available,community_gardens,6.28723498524165,-75.58208132142789
Jardín Botánico de Medellín,botanicomedellin.org,"Botanical garden offering a variety of plant species, educational exhibits  a butterfly house.   Dogs allowed",+57 604 4445500,"Cl. 73 #51d-14, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia, Colombia",4.7,No,No,No,Botanical garden,Open ⋅ Closes 4 PM,No reviews available,community_gardens,,
Orquideorama Jardín Botánico,botanicomedellin.org,Dogs allowed,+57 44445500,"Cl. 41 #40A-26, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia, Colombia",4.8,No,No,No,Botanical garden,,No reviews available,community_gardens,,
Huerta comunitaria Zúñiga,,,,"Cra. 48 ##133, El Poblado, Medellín, Envigado, Antioquia, Colombia",5.0,No,No,No,Community garden,,No reviews available,community_gardens,6.1884606,-75.58301095
UDS MIS PULGUITAS,,,,"Cl. 110 #50-12, La Francia, Medellín, Santa Cruz, Medellín, Antioquia, Colombia",4.1,No,No,No,Community garden,,No reviews available,community_gardens,6.300443257822422,-75.55259867811628
Antejardín y huerta ecológica Ed. Castelo,,,,"Cl. 32C #65 d 07, Medellín, Belén, Medellín, Antioquia, Colombia",,No,No,No,Community garden,,No reviews available,community_gardens,,
pequeños saltarures Garden,,,,"Cl. 70 #59-2, Ducado, Bello, Antioquia, Colombia",4.3,No,No,No,Community garden,,No reviews available,community_gardens,,
Vivero Los Pinos,facebook.com,,+57 323 6224317,"Cra. 96 #49 -26, Metropolitano, Medellín, San Javier, Medellín, Antioquia, Colombia",,No,No,No,Community garden,,No reviews available,community_gardens,6.25732195,-75.61233215
Medellín: Coffee Farm Tour in Barrio La Sierra,urbancoffeetour.com,,+57 304 5966599,"Cra. 50a &, Cl. 46, Medellín, Antioquia, Colombia",5.0,No,No,No,Tour operator,,No reviews available,community_gardens,6.26437445,-75.5610794
Finca Avocado,fincaavocado.com,,+57 310 8794566,"Vereda Quirama, La Ceja-Río Negro #KM6, El Carmen de Viboral, Antioquia, Colombia",4.9,No,No,No,Organic farm,,No reviews available,community_gardens,,
Silletera Finca Los Girasoles,,,+57 313 6376797,"Santa Helena, Santa Elena, Medellin, Antioquia, Colombia",4.8,No,No,No,Farm,,No reviews available,community_gardens,,
Ruta N,rutanmedellin.org,,+57 45167770,"Centro de Innovación y Negociós Ruta N, Cl. 67 #52-20 Piso 2 Torre A, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia, Colombia",4.6,No,No,No,Business center,,No reviews available,community_gardens,,
Becolombia Tours and Travel,,In-store shopping   Delivery,,"Cl 10 #43DD - 9, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,Yes,No,Yes,Outlet store,,No reviews available,community_gardens,,
La Casa Grande Coffee Hacienda,lacasagrandecoffeehacienda.com,,+57 302 2224563,"Vía Medellín - Santa Elena km 6, Medellín, Antioquia, Colombia",4.9,No,No,No,,,No reviews available,community_gardens,,
Parque Lineal La Presidenta,,Dogs allowed,,"Cl. 8 #42-25, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.5,No,No,No,Park,,No reviews available,community_gardens,6.209232298768811,-75.57140525045264
Urbania Café,urbaniacafe.com,Dine-in   Curbside pickup   Delivery,+57 314 3631766,"Cl. 8 # 43B - 132, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,Yes,Cafe,,No reviews available,community_gardens,6.2097783,-75.5728254
Medellin City Services,medellincityservices.com,,+57 311 3413715,"Cra. 38 #9 A 26, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.5,No,No,No,Travel agency,,No reviews available,community_gardens,6.209375,-75.5674199
Free Walking Tour Medellin - Real City Tours,realcitytours.com,,+57 319 2622008,"Cra. 51 #41-76, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,No,No,No,Tour operator,,No reviews available,community_gardens,6.234409886473039,-75.574789613349
Selina Medellin,selina.com,,+57 350 2717217,"Cra. 32d #9 - 17, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.4,No,No,No,,,No reviews available,eco_hotels,6.2078053,-75.5640731
EcoHub Medellin Hotel,ecohubhotelmedellin.com,,+57 604 4809630,"Cl. 14 #30 -170, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,No,No,No,,,No reviews available,eco_hotels,6.214839533319338,-75.57511998957793
The Click Clack Hotel Medellín,clickclackhotel.com,,+57 320 4170006,"Cra. 37 #10A 29, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,,,No reviews available,eco_hotels,6.2104096,-75.5663346
Marquee Hotel Medellín,linktr.ee,,+57 324 2965314,"Cra. 38 #9A-13, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,No,,,No reviews available,eco_hotels,6.220939467742459,-75.56566529702424
Lleras Green Hotel,llerasgreenhotel.co,,+57 604 4480281,"Cl. 9 #40-30, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.0,No,No,No,,,No reviews available,eco_hotels,6.20950207738814,-75.56988013743744
Eco Hotel Terrabella,ecohotelterrabella.com.co,,+57 301 6430309,"carrera 35 Este # 9 - 175 Corregimiento Santa Elena Sector El Recreo Via Paisandu Santa Elena, Medellín, Antioquia, Colombia",4.5,No,No,No,,,No reviews available,eco_hotels,,
TERRA BIOHOTEL MEDELLÍN,terrabiohotel.com,,+57 604 4759670,"Cl 35 #64a92, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.6,No,No,No,,,No reviews available,eco_hotels,,
Al Bosque Hostal & Glamping,linktr.ee,,+57 301 3426656,"Cl. 51A, Guarne, FCA 130023729400000000, Medellín, Santa Elena, Antioquia, Colombia",4.6,No,No,No,,,No reviews available,eco_hotels,,
Bambú Glamping Ecolodge,,,+57 316 2130862,"Cl. 6 #32-164, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.4,No,No,No,,,No reviews available,eco_hotels,6.2053137,-75.5639496
Skyline Eco Living,skylineecoliving.com,,+57 304 3108503,"Cra. 15 Este, Medellín, Santa Elena, Medellín, Antioquia, Colombia",4.7,No,No,No,,,No reviews available,eco_hotels,,
Teva Glamping & Retreat,tevaretreat.com,,+57 301 6004152,"Km 22 Vereda Sajonia, Via Medellín-Via, Santa Elena, Rionegro, Antioquia, Colombia",4.6,No,No,No,,,No reviews available,eco_hotels,,
Bipolar Brewing Co,,Dine-in   Takeout   No-contact delivery,,"Cra. 43F #16a-8, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,No,Brewpub,,No reviews available,local_breweries,6.221644638570897,-75.57153095909997
Métropole Beer Lab - Poblado / Cerveza artesanal / Craft beer,,Dine-in   Curbside pickup   Delivery,+57 319 5430685,"Cra 43C #9 - 03, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,Yes,Bar,,No reviews available,local_breweries,6.201070485412709,-75.57567980528488
Cervecería Libre,cervecerialibre.com,Dine-in   Takeout   No-contact delivery,+57 300 6060492,"Cra. 44 #25-31, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Brewpub,,No reviews available,local_breweries,6.2248335923252744,-75.57433236109794
La Planta Urban Pub,laplantacerveceria.com,Dine-in   Takeout,+57 301 7862221,"Cra. 45 #32-127, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.8,No,No,No,Bar,,No reviews available,local_breweries,6.240582781667418,-75.5688666181468
20Mission Cerveza : Cerveza Artesanal & Gastropub - Musica en Vivo Poblado,20missioncerveza.com,"Airy gastropub with a vibrant atmosphere serving craft beers, plus meals  snacks.   Dine-in   Takeout   No-contact delivery",+57 314 2369478,"Cl. 16 #43F-66, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,No,No,No,Brewpub,,No reviews available,local_breweries,6.2170996,-75.5725202
Barrica Brewery,barricacerveceria.com,Dine-in   Takeout   No-contact delivery,+57 305 4269742,"Cl. 9 #43B 22, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Brewpub,,No reviews available,local_breweries,,
Punta Arena,instagram.com,Dine-in   Takeout   No-contact delivery,+57 322 5495656,"Av. Bolivariana #35-40, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Brewpub,,No reviews available,local_breweries,6.239974652764083,-75.58925330282989
"Dominion Brewing, SAS",facebook.com,,+57 300 4642754,"Cl 39A #101a-118, San Javier, Medellín, San Javier, Medellín, Antioquia, Colombia",5.0,No,No,No,Brewery,,No reviews available,local_breweries,6.252768311971651,-75.6189441969075
Medellín Beer Factory,,Dine-in   Takeout   No-contact delivery,+57 43112806,"Cl 10 #36-16, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.3,No,No,No,Bar & grill,,No reviews available,local_breweries,6.208807376944939,-75.56112009146928
Craft Beer Store,,Dine-in   Curbside pickup,+57 319 3716833,"Cl. 9A #38-26, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Gastropub,,No reviews available,local_breweries,6.206440758024091,-75.55367792401508
Villamil Craft Beer,facebook.com,Dine-in   Drive-through   Delivery,+57 301 4295691,"Cl. 52 #39A16, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.6,No,No,Yes,Bar,,No reviews available,local_breweries,6.247127659499676,-75.55818297622487
School of Fine Arts and Ceramics,escueladearteyceramica.edu.co,,+57 604 4447525,"Cra. 81A #42B - 26, Simón Bolívar, Medellín, La América, Medellín, Antioquia, Colombia",4.7,No,No,No,Art school,,No reviews available,art_workshops,6.246166786625345,-75.60318218666521
Marmolina y Country,marmolinacountry.com,,+57 604 5873389,"Cra. 81A #42b16, Simón Bolívar, Medellín, La América, Medellín, Antioquia, Colombia",4.7,No,No,No,Art school,,No reviews available,art_workshops,6.246166786625345,-75.60318218666521
La Alegria de Pintar taller de pintura,,,+57 312 2225279,"Cra. 50 #60 - 34, Prado Centro, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.5,No,No,No,Art studio,,No reviews available,art_workshops,6.263500012098734,-75.5605029721274
Arti Medellín,linktr.ee,In-store pickup   Delivery,+57 310 4257142,"Cl. 49 #51 63 TERCER PISO, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.7,No,Yes,Yes,Craft store,,No reviews available,art_workshops,,
Centro Cultural Plazarte,,,+57 45375998,"Cra. 49 # 63a - 37, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,No,No,No,Cultural center,,No reviews available,art_workshops,6.24507365,-75.5693938
"Portafolio Cultural (Corporación de arte, cultura, educación)",portafoliocultural.org,,+57 44111676,"KR 80-37 18, 05001000, Medellín, Antioquia, Colombia",4.9,No,No,No,Art school,,No reviews available,art_workshops,,
Casa Estudio Pequeños Artistas,pequeñosartistas.com,,+57 311 7407068,"Cl. 32E #76-92, Medellín, Belén, Medellín, Antioquia, Colombia",4.8,No,No,No,Art school,,No reviews available,art_workshops,6.237295078866017,-75.59573455336354
Corporación alArte Talleres,corporacionalartetalleres.com,,+57 313 7315253,"Cra. 78B #32a-89, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,No,Art school,,No reviews available,art_workshops,,
PolygonUs,polygon.us,,,"Carrera 43 &, Cl. 3 Sur, Medellín, Antioquia, Colombia",5.0,No,No,No,Animation studio,,No reviews available,art_workshops,6.19920035,-75.56882295
"Graffitour, Comuna 13",tourcomuna13.com,,+57 313 5617135,"San Javier, Medellín, San Javier, Medellin, Antioquia, Colombia",4.8,No,No,No,Cultural center,,No reviews available,art_workshops,6.2568002,-75.6137847
Comuna 13,medellintours.co,"Public escalators  staircases covered in colorful street murals, lined with bars  souvenir shops.",+57 301 3387080,"#34cc-2 a 34cc-58, Cra. 110, Medellín, Antioquia, Colombia",4.7,No,No,No,Tourist attraction,Open ⋅ Closes 5 PM,No reviews available,art_workshops,6.250523030033584,-75.6220762087699
Casa Tres Patios,casatrespatios.org,,+57 604 5717798,"Cra. 50A #63-31, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.7,No,No,No,Education center,,No reviews available,art_workshops,6.2530503500000005,-75.5670088
Comuna 13 Tours,comuna13tours.com,,+57 302 3744448,"San Javier, Medellín, San Javier, Medellin, Antioquia, Colombia",4.7,No,No,No,Tour operator,Closes soon ⋅ 2 PM ⋅ Opens 10 AM Sun,No reviews available,art_workshops,6.2568002,-75.6137847
Moravia Cultural Center,centroculturalmoravia.org,"Community center offering classes for all ages in art, dance  music, plus performances  talks.",+57 42136010,"Cl. 82a #52-25, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia, Colombia",4.6,No,No,No,Cultural center,,No reviews available,cultural_centers,6.27692655,-75.5644345
Palace of Culture Rafael Uribe Uribe,culturantioquia.gov.co,"Cultural center in an ornate Gothic-revival building with a museum, art gallery  cafe.",+57 43209780,"Carrera 51 #52 01 Medellín Antioquia 050012, Medellín, Antioquia, Colombia",4.7,No,No,No,Cultural center,,No reviews available,cultural_centers,6.257977871635603,-75.56580081851212
Faculty of Arts Cultural Center,udea.edu.co,,+57 324 5455975,"Cra. 64B #51-64, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.6,No,No,No,Cultural center,,No reviews available,cultural_centers,6.242900258612897,-75.58259377056365
Palermo Cultural,filarmed.org,,,"Cl. 9 #Carrera 42-37, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Cultural center,,No reviews available,cultural_centers,,
Casa De La Cultura Los Colores,,,,"Cra. 77B #53-26, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.6,No,No,No,Cultural center,,No reviews available,cultural_centers,6.2651048,-75.59150787721396
Faith and Cultures Center,centrofeyculturas.org.co,,+57 43216321,"Cl. 10 Sur #45-178, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Cultural center,,No reviews available,cultural_centers,6.195181,-75.5760883
Cultural and Youth Center El Poblado,,,,"Cl. 16 Sur #45-25, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Cultural center,,No reviews available,cultural_centers,6.19063944544789,-75.57810269627224
Centro Cultural Nueva Villa de Aburrá,,,+57 604 4083974,"Cra 83 Nro 32DD-30, Medellín, Antioquia, Colombia",4.4,No,No,No,Cultural center,,No reviews available,cultural_centers,,
Ignacio Velez Escobar Environmental & Cultural Center,parquearvi.org,,,"Vereda Piedras Blancas, Santa Elena, Medellín, Antioquia, Colombia",4.7,No,No,No,Cultural center,,No reviews available,cultural_centers,6.2870462,-75.5086853
Fiesta Del Libro Y La Cultura,fiestadellibroylacultura.com,,,"Jardín Botánico, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia, Colombia",4.8,No,No,No,Cultural center,,No reviews available,cultural_centers,6.27053165,-75.56353201197192
Urgent Care Colombia,urgentcarecolombia.com,,(844) 926-2264,"Cra. 38 #18-85, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Urgent care center,,No reviews available,health_clinics,6.220939467742459,-75.56566529702424
Clinic Medellin - El Poblado,clinicamedellin.com,,+57 604 3112800,"Cl. 7 #39-290, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",3.8,No,No,No,Medical clinic,,No reviews available,health_clinics,,
Clinica Las Americas,lasamericas.com.co,,+57 3421010,"Dg. 75B #2A-80/140, Medellín, Belén, Medellín, Antioquia, Colombia",3.8,No,No,No,Hospital,,No reviews available,health_clinics,,
Clínica de heridas a domicilio medellin,,,+57 321 8888608,"Cl. 32C #66C-64, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,No,Medical clinic,,No reviews available,health_clinics,,
zen health center,zenhealthcenter.com.co,,+57 324 3098806,"Cra 77C #48 – 67, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",,No,No,No,Medical Center,,No reviews available,health_clinics,6.260619044634734,-75.59448071520391
Clínica Medellín Sede Occidente,clinicamedellin.com,,+57 604 4446152,"Cra. 65B #30-95, Medellín, Belén, Medellín, Antioquia, Colombia",3.3,No,No,No,Hospital,,No reviews available,health_clinics,6.2326089,-75.58442771992165
Fracture Clinic Medellin - Home Center,cfmed.co,,+57 604 4441516,"Cra. 45 #53 - 38, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",3.7,No,No,No,Orthopedic clinic,,No reviews available,health_clinics,6.240582781667418,-75.5688666181468
Fundación Unimédicos Sede Medellín,unimedicos.com,,+57 333 6029990,"calle 54 # 46 -27, Torre Fundadores Piso 10 - 1005, Medellin, Antioquia, Colombia",4.9,No,No,No,Reproductive health clinic,,No reviews available,health_clinics,,
Clínica Rosario - Poblado,clinicaelrosario.com,,+57 604 3269100,"Cra. 20 #2 sur - 185, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",3.9,No,No,No,Hospital,,No reviews available,health_clinics,6.1937221000000005,-75.5574858856288
Clinica El Rosario,clinicaelrosario.com,,+57 604 4441555,"Cra. 41 #62-5, Medellín, Villa Hermosa, Medellín, Antioquia, Colombia",3.3,No,No,No,Medical clinic,,No reviews available,health_clinics,6.25562805,-75.55582584999999
You Beautification Clinic Medicina Funcional y Estética Medellin,youbeautification.com,,+57 324 5761913,"Edificio Santacoloma, Cl. 10b #35-08 Local 2, Medellín, Antioquia, Colombia",4.8,No,No,No,Alternative medicine practitioner,,No reviews available,health_clinics,,
Organic Health Medellín,organichealthcolombia.com,,+57 300 3034888,"Cl. 49e #83 A 91, Calasanz Parte Alta, Medellín, La América, Medellín, Antioquia, Colombia",,No,No,No,Organic shop,,No reviews available,health_clinics,,
BioXcellerator Clinic,bioxcellerator.com,,+57 604 6041815,"Carrera 25a #1a Sur - 45, Torre Medica, Ofc 944, Medellín, Antioquia, Colombia",4.8,No,No,No,Research and product development,,No reviews available,health_clinics,,
Medicina Etética & Biológica,,,+57 44234729,"Calle 19 A # 44-25 Torre Salud y Servicios Clínica Prado / Consultorio 1619, Colombia",,No,No,No,Medical clinic,,No reviews available,health_clinics,,
Centro Médico Bioenergético Saint Germain,,,+57 604 4089241,"Cl. 56 #45-07, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.6,No,No,No,Community health centre,,No reviews available,health_clinics,6.2491066,-75.55699795000001
Centro Medico ECO,medicoeco.com,,+57 44444484,"Cl. 19a #44 - 25 Consultorio 2210, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.0,No,No,No,Medical group,,No reviews available,health_clinics,,
Naturalness - Medicina Estética,naturalness.com.co,,+57 316 8869755,"Carrera 43 A # 7 Sur 170 Centro Comercial Santafé - Local 3226, Medellín, Antioquia, Colombia",4.8,No,No,No,Medical Center,,No reviews available,health_clinics,,
Sportí I Salud Mental I Tratamiento de Adicciones I Medellín,sporti.com.co,,+57 305 3782898,"Cra. 48 #19a-40 consultorio 1216, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,No,Rehabilitation center,,No reviews available,mental_health_centers,,
Sportí I Salud Mental I Centro de rehabilitación I Medellín,sporti.com.co,,+57 305 3782898,"Torre Médica 1, Cra. 25a #1A Sur - 45 consultorio 1729, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Mental health service,,No reviews available,mental_health_centers,,
E.S.E. Hospital Carisma,,,+57 4605 0233,"Carrera 93 #34aa1, Medellín, Antioquia, Colombia",4.1,No,No,No,Mental health service,,No reviews available,mental_health_centers,,
Calidad Mental,calidadmental.com,,+57 604 4128001,"Tv. 41 #80b 21, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Mental health service,,No reviews available,mental_health_centers,,
Global Salud Mental,globalsaludmental.com,,+57 300 3003504,"Edifico Nuevo Naranjal, Cra. 65 #45-20 Int. 301, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,No,No,Psychiatrist,Closed ⋅ Opens 9 AM Mon,No reviews available,mental_health_centers,,
Mental Health Services & Psychotherapy,chloegraziano.com,,+57 321 6471139,"EMfoco-coworking de Bienestar, Cl. 32B Sur #44a-74, Zona 2, Envigado, Medellin, Antioquia, Colombia",5.0,No,No,No,Psychotherapist,,No reviews available,mental_health_centers,,
SAMEIN DE LA 33 ( SEDE HOSPITALIZACION ),samein.com.co,,+57 604 4444891,"Av. 33 #63B-161, Medellín, Belén, Medellín, Antioquia, Colombia",2.5,No,No,No,Medical Center,,No reviews available,mental_health_centers,,
E.S.E Hospital Mental de Antioquia de Antioquia María Upegui - HOMO,homo.gov.co,,+57 604 4448330,"N° 55 - 310, Cl. 38, Bello, Antioquia, Colombia",3.8,No,No,No,Mental health clinic,,No reviews available,mental_health_centers,6.323897620783762,-75.55920460211279
CISME Salud mental,,,+57 319 2288288,,5.0,No,No,No,Psychiatrist,,No reviews available,mental_health_centers,,
Hospital Mental Metrosalud San Cristobal,,,+57 314 7521755,"Cl. 63 #130-52, Nazaret, San Cristóbal, Medellín, Antioquia, Colombia",3.0,No,No,No,Psychiatric hospital,,No reviews available,mental_health_centers,,
Centro de rehabilitación Brujula Salud Mental,brujulasm.com,,+57 301 6475855,"Cl. 44B #68a 17, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.9,No,No,No,Doctor,,No reviews available,mental_health_centers,6.2502683,-75.58686285
Ser Consciente Servicio de Salud Mental,instagram.com,,+57 300 7395946,,,No,No,No,Mental health service,,No reviews available,mental_health_centers,,
Mental Health- Psicoterapia integral,mentalhealth.com.co,,+57 315 3002842,"Tv. 74 #c1 05, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",,No,No,No,Psychologist,,No reviews available,mental_health_centers,,
consultorio médico psicológico,cognicionsaludable.com,,+57 300 5266325,"Cl. 34 #85-06, Santa Teresita, Medellín, La América, Medellín, Antioquia, Colombia",,No,No,No,Family practice physician,Open ⋅ Closes 3 PM,No reviews available,mental_health_centers,,
Más Mente IPS,masmenteips.com,,+57 604 3220166,"Cl. 11A Sur #44 97, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,No,Psychoneurological specialized clinic,,No reviews available,mental_health_centers,,
MIND Salud Mental,mindsaludmental.com,,+57 319 5195849,"Cl. 7 #39-107 Consultorio 1108, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",2.3,No,No,No,Mental health clinic,,No reviews available,mental_health_centers,,
Peteche,,,+57 300 1234567,"No adress No place, Medellín, Antioquia, Colombia",5.0,No,No,No,Mental health service,,No reviews available,mental_health_centers,,
Neurohelp - TDAH en Medellín,neurohelp.co,,+57 311 3117097,"Cra. 45 #49-60, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.8,No,No,No,Child psychologist,,No reviews available,mental_health_centers,6.240582781667418,-75.5688666181468
MENTEG INSTITUTE FOR MENTAL WELFARE,,,+57 314 6158431,"Cl. 67 # 52-20, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia, Colombia",,No,No,No,Mental health service,,No reviews available,mental_health_centers,6.2640357,-75.56315085
Earthgreen Colombia,,,+57 604 4483575,"Cra. 89A #47DD20, Santa Lucia, Medellín, La América, Medellín, Antioquia, Colombia",4.7,No,No,No,Environmental engineer,,No reviews available,environmental_ngos,,
Fundación Huellas Medellín Sede Rancho Verde,huellasfundacion.org,,+57 300 2546280,"Cra. 29 #110A-98, Santo Domingo Savio II, Medellín, Popular, Medellín, Antioquia, Colombia",4.2,No,No,No,Tutoring service,,No reviews available,environmental_ngos,,
Empower the Barrios,,,+57 322 7419375,"Cra. 32d #9 - 17 Suite 21, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",,No,No,No,Non-profit organization,,No reviews available,environmental_ngos,,
Consultora Endémica,cendemica.com,,+57 323 2252185,"Access Point Building, Carrera 22 #17-325 Oficina 535, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",,No,No,No,Environmental consultant,,No reviews available,environmental_ngos,,
ACI Medellín,acimedellin.org,,+57 604 3203430,"Cl. 41 #55-80, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.6,No,No,No,Government office,,No reviews available,environmental_ngos,6.242288696885284,-75.57721233258805
Eco Tours Colombia Medellin,ecotourscolombia.co,,+57 313 5562597,"Cra. 43A #8-71, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,No,Tour agency,,No reviews available,eco_tours,6.2253650463172505,-75.56915058927414
Green Bike Tours Medellin,greenbiketourmedellin.com,,+57 310 3598382,"Cl. 42 # 68-36, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Sightseeing tour agency,,No reviews available,eco_tours,6.247877852734658,-75.58966257163765
Tripit Medellín,tripitmedellin.com,,+57 311 3724822,"Cra. 45 #16 sur 98, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Sightseeing tour agency,,No reviews available,eco_tours,,
Aventurate Colombia Natural,aventurateco.com,,+57 313 3253182,"Cra. 43 #66 - 26, Medellín, Villa Hermosa, Medellín, Antioquia, Colombia",4.9,No,No,No,Travel agency,,No reviews available,eco_tours,6.256432091364709,-75.55726912535518
Tourism Medellin,tourismedellin.com,,+57 320 6358931,"La Candelaria, Medellin, Medellín, La Candelaria, Medellin, Antioquia, Colombia",4.7,No,No,No,Sightseeing tour agency,,No reviews available,eco_tours,6.2505337,-75.5667115
Hosting Medellin,hostingmde.com,,+57 324 2435367,"Parque Lleras, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Sightseeing tour agency,,No reviews available,eco_tours,6.2088943,-75.56777287234985
Medellin Real Adventure,medellinrealadventure.com,,+57 333 2274580,"Urbanizacion Casas Quintas, Cra. 15 #9c 66 - 101, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Sightseeing tour agency,,No reviews available,eco_tours,,
Medellín Trip Colombia,medellintripcolombia.co,,+57 300 6454128,"Cl. 4 Sur #43A-145, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,No,Sightseeing tour agency,Open 24 hours,No reviews available,eco_tours,6.19357273990191,-75.55612828537609
SOUVENIRS Y ARTESANÍAS MEDELLÍN PROVENZA,,In-store shopping   Curbside pickup   Delivery,+57 604 5017823,"Cra. 35 #7-24 PISO 2, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,Yes,No,Yes,Souvenir store,,No reviews available,artisan_shops,6.227259,-75.5719699
